"list size"," steps taken"," cpu time", "swaps"
100000,2218983.0,1.557105900,982750.0
200000,5478266.0,3.501562100,1963851.0
350000,12190488.0,6.968299800,3388539.0
500000,21263501.0,11.162698500,4951364.0
50000,973179.0,0.706645300,471981.0
