"list size"," steps taken"," cpu time","swaps"
100000,3019651.0,2.601191500,0.0
200000,6439177.0,5.878293150,0.0
350000,11832819.0,10.318747400,0.0
500000,17396427.0,15.156716600,0.0
50000,1409746.0,1.193050350,0.0
